complaint_id,issue_type,description,latitude,longitude,location_name,reported_at,resolved_at,status,repeat_count,unsafe_flag
C0383,electricity,Issue related to light reported near Academic Block,26.84972,80.953899,Canteen,2024-01-13,2024-04-22,resolved,2,1
C0384,light,Issue related to leakage reported near Hostel C,26.851544,80.950303,Academic Block,2024-04-11,,resolved,2,0
C0385,leakage,Issue related to hygiene reported near Hostel C,26.840875,80.959806,Library,2024-01-26,2024-05-07,open,7,0
C0386,light,Issue related to hygiene reported near Hostel C,26.84246,80.952227,Hostel A,2024-06-25,,resolved,7,0
C0387,light,Issue related to garbage reported near Academic Block,26.851173,80.947419,Library,2024-02-11,,open,7,0
C0388,light,Issue related to garbage reported near Canteen,26.846863,80.955443,Library,2024-01-16,2024-05-05,open,5,0
C0389,garbage,Issue related to road reported near Hostel A,26.854583,80.943409,Canteen,2024-02-25,2024-01-30,open,1,0
C0390,garbage,Issue related to leakage reported near Hostel B,26.853046,80.94769,Library,2024-03-06,2024-02-08,resolved,2,1
C0391,garbage,Issue related to electricity reported near Hostel A,26.856912,80.946939,Hostel C,2024-05-01,,resolved,9,1
C0392,leakage,Issue related to electricity reported near Hostel A,26.85385,80.948636,Canteen,2024-06-10,,open,8,0
C0393,electricity,Issue related to garbage reported near Hostel B,26.848599,80.955636,Library,2024-01-25,2024-02-17,open,8,1
C0394,road,Issue related to light reported near Hostel A,26.853459,80.949683,Canteen,2024-04-25,2024-07-11,open,1,0
C0395,light,Issue related to road reported near Hostel B,26.845508,80.95588,Academic Block,2024-03-26,2024-03-11,open,6,1
C0396,light,Issue related to light reported near Hostel B,26.846126,80.95153,Canteen,2024-03-07,2024-06-19,resolved,9,1
C0397,leakage,Issue related to hygiene reported near Canteen,26.85578,80.946841,Hostel B,2024-04-02,2024-05-30,open,8,1
C0398,light,Issue related to garbage reported near Library,26.848928,80.9562,Hostel C,2024-04-02,2024-01-03,resolved,3,1
C0399,garbage,Issue related to light reported near Academic Block,26.855968,80.944766,Hostel A,2024-05-23,2024-05-27,open,4,0
C0400,road,Issue related to electricity reported near Hostel C,26.856448,80.944488,Hostel B,2024-05-22,,resolved,3,1
C0401,hygiene,Issue related to leakage reported near Hostel B,26.857151,80.95009,Hostel B,2024-03-06,2024-03-05,resolved,6,1
C0402,light,Issue related to road reported near Library,26.858333,80.945217,Hostel B,2024-03-29,2024-06-23,resolved,9,1
C0403,garbage,Issue related to electricity reported near Canteen,26.84862,80.940182,Library,2024-01-06,,resolved,8,0
C0404,hygiene,Issue related to garbage reported near Hostel B,26.846377,80.952966,Canteen,2024-04-15,,resolved,4,1
C0405,road,Issue related to leakage reported near Hostel A,26.851644,80.950222,Canteen,2024-02-01,,open,2,0
C0406,hygiene,Issue related to road reported near Hostel A,26.847423,80.94891,Library,2024-03-30,2024-02-02,open,8,0
C0407,garbage,Issue related to leakage reported near Library,26.852021,80.959339,Hostel C,2024-06-22,,resolved,8,1
C0408,electricity,Issue related to electricity reported near Academic Block,26.854112,80.951424,Library,2024-06-04,2024-01-29,open,6,0
C0409,electricity,Issue related to hygiene reported near Canteen,26.853768,80.957269,Library,2024-02-20,2024-02-10,open,8,1
C0410,hygiene,Issue related to light reported near Hostel A,26.847491,80.942789,Library,2024-05-27,,open,9,1
C0411,leakage,Issue related to road reported near Canteen,26.843337,80.951384,Hostel C,2024-05-27,2024-07-01,open,1,1
C0412,hygiene,Issue related to electricity reported near Hostel B,26.848611,80.95736,Hostel C,2024-06-15,2024-04-27,open,9,1
C0413,light,Issue related to garbage reported near Canteen,26.842852,80.951662,Academic Block,2024-06-15,2024-03-10,open,2,1
C0414,light,Issue related to leakage reported near Canteen,26.857802,80.95436,Academic Block,2024-05-17,2024-01-03,open,1,1
C0415,electricity,Issue related to road reported near Hostel A,26.846918,80.947441,Academic Block,2024-02-14,,resolved,8,1
C0416,leakage,Issue related to road reported near Hostel A,26.843089,80.941849,Academic Block,2024-03-13,,open,8,0
C0417,garbage,Issue related to leakage reported near Library,26.840509,80.949158,Canteen,2024-03-31,2024-04-26,open,4,0
C0418,light,Issue related to hygiene reported near Canteen,26.852916,80.94789,Hostel B,2024-03-24,,open,8,1
C0419,electricity,Issue related to leakage reported near Hostel A,26.852738,80.957341,Hostel B,2024-06-21,2024-07-07,resolved,7,1
C0420,road,Issue related to road reported near Canteen,26.846812,80.94488,Academic Block,2024-05-10,2024-05-26,resolved,2,0
C0421,electricity,Issue related to leakage reported near Hostel A,26.841434,80.959335,Academic Block,2024-05-04,,open,5,1
C0422,light,Issue related to hygiene reported near Academic Block,26.848193,80.959163,Hostel A,2024-04-24,2024-06-14,resolved,4,0
C0423,light,Issue related to garbage reported near Academic Block,26.846224,80.944953,Hostel B,2024-01-21,,resolved,3,0
C0424,electricity,Issue related to leakage reported near Canteen,26.853542,80.946961,Hostel A,2024-04-07,2024-07-10,open,1,1
C0425,garbage,Issue related to hygiene reported near Canteen,26.852116,80.957911,Hostel A,2024-06-06,,resolved,5,1
C0426,hygiene,Issue related to light reported near Academic Block,26.847292,80.959332,Library,2024-03-14,2024-04-08,open,8,0
C0427,light,Issue related to light reported near Canteen,26.844358,80.948869,Canteen,2024-04-28,,resolved,9,0
C0428,electricity,Issue related to road reported near Canteen,26.859761,80.94642,Hostel C,2024-06-10,,open,7,1
C0429,electricity,Issue related to leakage reported near Library,26.84908,80.950522,Hostel B,2024-02-07,,resolved,1,1
C0430,leakage,Issue related to road reported near Academic Block,26.853765,80.953755,Academic Block,2024-02-12,2024-04-13,open,1,0
C0431,hygiene,Issue related to hygiene reported near Academic Block,26.842811,80.945469,Academic Block,2024-06-12,,open,1,0
C0432,road,Issue related to electricity reported near Library,26.849712,80.954729,Hostel C,2024-03-27,2024-02-12,resolved,2,0
C0433,garbage,Issue related to leakage reported near Hostel C,26.840551,80.941033,Hostel B,2024-04-17,,open,1,1
C0434,road,Issue related to light reported near Hostel A,26.850109,80.940986,Academic Block,2024-06-10,2024-06-15,open,4,1
C0435,hygiene,Issue related to leakage reported near Academic Block,26.85928,80.947726,Academic Block,2024-06-05,2024-06-17,resolved,9,1
C0436,hygiene,Issue related to light reported near Academic Block,26.847684,80.947069,Library,2024-05-26,,open,4,0
C0437,hygiene,Issue related to road reported near Library,26.84078,80.946313,Hostel A,2024-04-13,,open,4,0
C0438,road,Issue related to electricity reported near Academic Block,26.840619,80.94982,Academic Block,2024-01-19,2024-07-08,resolved,7,1
C0439,hygiene,Issue related to leakage reported near Hostel A,26.84776,80.946415,Canteen,2024-01-21,2024-03-21,open,9,0
C0440,electricity,Issue related to hygiene reported near Hostel C,26.8432,80.943845,Hostel B,2024-02-11,2024-06-04,resolved,7,0
C0441,road,Issue related to light reported near Academic Block,26.840467,80.946189,Canteen,2024-03-28,,open,1,0
C0442,hygiene,Issue related to light reported near Hostel C,26.855124,80.959498,Hostel C,2024-02-28,2024-04-05,resolved,1,0
C0443,electricity,Issue related to leakage reported near Hostel C,26.84917,80.948222,Library,2024-03-21,2024-05-06,resolved,4,0
C0444,leakage,Issue related to leakage reported near Library,26.845785,80.948894,Hostel B,2024-03-22,2024-04-10,open,4,1
C0445,hygiene,Issue related to electricity reported near Hostel C,26.858002,80.951531,Library,2024-06-16,2024-05-25,resolved,1,1
C0446,road,Issue related to road reported near Hostel A,26.842323,80.959667,Hostel A,2024-03-15,2024-01-25,open,6,1
C0447,light,Issue related to road reported near Hostel B,26.859118,80.944832,Academic Block,2024-03-09,2024-04-05,open,2,1
C0448,hygiene,Issue related to garbage reported near Hostel B,26.846279,80.953626,Hostel B,2024-06-03,2024-04-22,resolved,5,1
C0449,light,Issue related to electricity reported near Academic Block,26.857768,80.95432,Hostel C,2024-06-14,2024-01-25,open,8,0
C0450,electricity,Issue related to hygiene reported near Library,26.852059,80.952146,Hostel A,2024-04-11,,open,3,0
C0451,leakage,Issue related to light reported near Canteen,26.856534,80.941772,Hostel A,2024-03-10,,resolved,9,0
C0452,garbage,Issue related to hygiene reported near Canteen,26.85968,80.953537,Library,2024-04-23,2024-02-28,open,7,1
C0453,leakage,Issue related to electricity reported near Academic Block,26.845768,80.941282,Hostel A,2024-04-02,2024-07-02,open,9,0
C0454,hygiene,Issue related to hygiene reported near Hostel A,26.859223,80.951923,Hostel B,2024-05-30,,resolved,1,0
C0455,light,Issue related to garbage reported near Hostel C,26.84779,80.954792,Library,2024-05-13,2024-06-11,open,5,0
C0456,light,Issue related to light reported near Academic Block,26.84771,80.944219,Hostel A,2024-04-25,2024-01-23,open,3,1
C0457,road,Issue related to electricity reported near Hostel B,26.846808,80.956832,Hostel C,2024-04-15,,resolved,4,0
C0458,light,Issue related to leakage reported near Canteen,26.850828,80.940607,Canteen,2024-02-12,2024-05-03,open,4,0
C0459,road,Issue related to road reported near Hostel C,26.843083,80.956876,Hostel B,2024-02-17,,open,7,1
C0460,electricity,Issue related to hygiene reported near Library,26.851074,80.949207,Hostel C,2024-01-06,2024-06-25,resolved,8,1
C0461,garbage,Issue related to road reported near Hostel C,26.850834,80.944352,Hostel C,2024-02-02,2024-03-05,open,5,0
C0462,hygiene,Issue related to hygiene reported near Canteen,26.855238,80.942676,Library,2024-03-01,2024-03-17,open,7,1
C0463,road,Issue related to road reported near Hostel C,26.856673,80.959066,Academic Block,2024-06-18,2024-05-22,resolved,3,0
C0464,garbage,Issue related to leakage reported near Canteen,26.848809,80.941453,Library,2024-03-05,,resolved,3,1
C0465,light,Issue related to hygiene reported near Hostel C,26.846047,80.943982,Hostel B,2024-06-28,,open,3,0
C0466,light,Issue related to leakage reported near Hostel C,26.845187,80.946956,Hostel B,2024-01-21,,open,4,0
C0467,garbage,Issue related to light reported near Hostel A,26.843892,80.952405,Library,2024-02-23,2024-01-26,resolved,6,1
C0468,light,Issue related to electricity reported near Hostel B,26.841153,80.950896,Academic Block,2024-02-12,2024-07-04,open,5,1
C0469,electricity,Issue related to leakage reported near Hostel A,26.846849,80.942513,Library,2024-04-11,2024-03-06,open,8,1
C0470,electricity,Issue related to electricity reported near Library,26.845405,80.945795,Hostel B,2024-01-27,,open,5,1
C0471,garbage,Issue related to electricity reported near Hostel B,26.859328,80.944775,Academic Block,2024-01-25,2024-07-16,resolved,5,0
C0472,road,Issue related to light reported near Hostel B,26.851154,80.944271,Hostel B,2024-01-17,2024-01-31,open,2,1
C0473,road,Issue related to electricity reported near Academic Block,26.846946,80.948223,Academic Block,2024-05-01,2024-04-29,open,5,0
C0474,garbage,Issue related to leakage reported near Canteen,26.851609,80.954081,Academic Block,2024-05-20,,resolved,7,0
C0475,road,Issue related to road reported near Library,26.842784,80.944349,Library,2024-01-14,,resolved,2,0
C0476,road,Issue related to road reported near Hostel C,26.848881,80.947334,Library,2024-01-07,,resolved,6,1
C0477,electricity,Issue related to garbage reported near Hostel B,26.852525,80.947818,Library,2024-04-11,,open,7,0
C0478,road,Issue related to leakage reported near Hostel B,26.849778,80.959529,Academic Block,2024-05-14,2024-03-18,open,5,0
C0479,leakage,Issue related to leakage reported near Hostel B,26.848036,80.959093,Academic Block,2024-01-22,,resolved,9,1
C0480,hygiene,Issue related to leakage reported near Hostel A,26.859877,80.956003,Hostel B,2024-01-27,2024-07-13,open,4,0
C0481,light,Issue related to electricity reported near Library,26.857606,80.944833,Hostel C,2024-03-08,2024-06-09,open,1,0
C0482,leakage,Issue related to light reported near Hostel C,26.852468,80.941361,Library,2024-06-07,2024-03-29,open,8,0
C0483,road,Issue related to garbage reported near Hostel A,26.851388,80.946338,Canteen,2024-02-09,2024-02-18,open,8,1
C0484,electricity,Issue related to road reported near Hostel C,26.852413,80.945336,Hostel B,2024-01-22,,resolved,7,0
C0485,garbage,Issue related to electricity reported near Hostel B,26.844026,80.950119,Hostel B,2024-06-16,,resolved,8,0
C0486,road,Issue related to electricity reported near Academic Block,26.847903,80.955555,Hostel A,2024-04-09,2024-03-08,open,2,0
C0487,electricity,Issue related to garbage reported near Hostel A,26.840789,80.957166,Library,2024-03-20,2024-01-29,resolved,3,1
C0488,hygiene,Issue related to road reported near Hostel C,26.849511,80.956897,Hostel B,2024-02-28,2024-01-06,open,9,1
C0489,road,Issue related to hygiene reported near Academic Block,26.85086,80.947194,Hostel A,2024-03-04,,open,1,1
C0490,garbage,Issue related to hygiene reported near Hostel C,26.844555,80.953745,Canteen,2024-03-13,,resolved,8,0
C0491,electricity,Issue related to light reported near Hostel A,26.859281,80.946257,Canteen,2024-04-23,,resolved,8,0
C0492,electricity,Issue related to leakage reported near Academic Block,26.858189,80.941218,Library,2024-06-09,2024-06-27,open,7,0
C0493,electricity,Issue related to garbage reported near Hostel A,26.854443,80.954031,Academic Block,2024-02-02,2024-06-18,open,5,0
C0494,hygiene,Issue related to hygiene reported near Academic Block,26.850668,80.940197,Hostel A,2024-02-03,2024-06-04,open,4,0
C0495,road,Issue related to garbage reported near Library,26.857399,80.948184,Academic Block,2024-05-14,2024-03-19,open,6,1
C0496,hygiene,Issue related to electricity reported near Canteen,26.842613,80.946588,Canteen,2024-02-13,2024-06-07,resolved,1,0
C0497,light,Issue related to garbage reported near Hostel B,26.85581,80.953868,Canteen,2024-01-08,,resolved,5,0
C0498,light,Issue related to light reported near Library,26.842496,80.955325,Hostel C,2024-01-09,2024-06-26,open,4,1
C0499,road,Issue related to leakage reported near Hostel A,26.855884,80.946082,Hostel C,2024-06-18,2024-03-19,open,4,1
C0500,hygiene,Issue related to light reported near Hostel A,26.845515,80.956233,Hostel C,2024-04-01,,resolved,7,0
C0501,garbage,Issue related to road reported near Academic Block,26.857542,80.945878,Hostel C,2024-03-24,,open,9,1
C0502,electricity,Issue related to road reported near Library,26.858881,80.948927,Hostel B,2024-05-01,,resolved,8,1
C0503,electricity,Issue related to road reported near Hostel B,26.842976,80.95454,Hostel C,2024-04-29,2024-06-28,open,8,1
C0504,road,Issue related to road reported near Academic Block,26.849254,80.953858,Hostel B,2024-05-18,2024-01-08,resolved,5,0
C0505,light,Issue related to hygiene reported near Academic Block,26.85962,80.959747,Hostel B,2024-03-10,,open,6,1
C0506,light,Issue related to leakage reported near Library,26.849668,80.944503,Library,2024-05-20,2024-06-16,open,2,0
C0507,electricity,Issue related to hygiene reported near Hostel C,26.857271,80.953246,Hostel B,2024-04-23,,open,3,1
C0508,road,Issue related to road reported near Library,26.851775,80.952194,Hostel B,2024-02-04,2024-05-18,resolved,5,0
C0509,hygiene,Issue related to garbage reported near Library,26.847507,80.958302,Hostel C,2024-06-27,,resolved,2,0
C0510,light,Issue related to electricity reported near Hostel A,26.845716,80.943127,Hostel B,2024-05-18,,open,3,0
C0511,hygiene,Issue related to light reported near Canteen,26.844064,80.955036,Academic Block,2024-02-15,2024-05-02,open,4,1
C0512,light,Issue related to light reported near Hostel C,26.855236,80.951365,Hostel C,2024-05-31,2024-01-31,open,6,1
C0513,light,Issue related to electricity reported near Hostel A,26.847731,80.945493,Hostel A,2024-06-01,,open,5,1
C0514,leakage,Issue related to light reported near Hostel B,26.850226,80.949489,Hostel C,2024-04-26,,resolved,4,0
C0515,light,Issue related to light reported near Library,26.849847,80.946676,Hostel B,2024-06-10,2024-05-05,resolved,2,1
C0516,garbage,Issue related to garbage reported near Hostel B,26.851546,80.951586,Academic Block,2024-06-11,2024-04-26,resolved,5,1
C0517,road,Issue related to garbage reported near Academic Block,26.857312,80.95778,Hostel C,2024-05-24,2024-02-22,open,5,0
C0518,road,Issue related to hygiene reported near Canteen,26.859615,80.951386,Academic Block,2024-04-21,,open,7,1
C0519,hygiene,Issue related to road reported near Academic Block,26.848152,80.952634,Hostel A,2024-05-14,2024-04-11,resolved,1,0
C0520,light,Issue related to leakage reported near Hostel A,26.85655,80.950375,Canteen,2024-06-12,,open,4,1
C0521,garbage,Issue related to light reported near Hostel C,26.855291,80.941023,Hostel A,2024-06-12,,resolved,5,0
C0522,hygiene,Issue related to electricity reported near Hostel C,26.851471,80.944657,Canteen,2024-05-16,2024-07-02,resolved,8,0
C0523,leakage,Issue related to electricity reported near Academic Block,26.859121,80.94984,Library,2024-03-20,2024-04-17,resolved,8,1
C0524,hygiene,Issue related to garbage reported near Canteen,26.844009,80.946205,Canteen,2024-03-29,2024-07-08,resolved,1,0
C0525,hygiene,Issue related to light reported near Hostel C,26.842185,80.943635,Library,2024-05-03,2024-07-07,open,5,1
C0526,light,Issue related to electricity reported near Library,26.857079,80.950083,Hostel C,2024-05-18,2024-03-16,resolved,1,1
C0527,leakage,Issue related to electricity reported near Hostel B,26.848783,80.946456,Library,2024-02-28,,open,1,1
C0528,hygiene,Issue related to hygiene reported near Hostel A,26.856939,80.945162,Academic Block,2024-01-23,,resolved,2,1
C0529,garbage,Issue related to road reported near Hostel B,26.857862,80.94928,Library,2024-04-23,2024-07-05,resolved,2,0
C0530,garbage,Issue related to electricity reported near Hostel B,26.841249,80.942666,Academic Block,2024-03-19,2024-06-23,resolved,9,0
C0531,road,Issue related to leakage reported near Hostel B,26.857669,80.958555,Canteen,2024-04-03,2024-05-05,resolved,4,0
C0532,leakage,Issue related to garbage reported near Hostel A,26.848966,80.957354,Canteen,2024-04-15,,open,3,1
C0533,leakage,Issue related to light reported near Hostel C,26.850209,80.954152,Canteen,2024-03-07,,open,1,1
C0534,road,Issue related to road reported near Canteen,26.852532,80.942124,Library,2024-02-09,,open,2,0
C0535,hygiene,Issue related to road reported near Hostel C,26.858528,80.955518,Canteen,2024-03-18,2024-05-22,open,6,0
C0536,leakage,Issue related to hygiene reported near Hostel A,26.840382,80.956159,Library,2024-01-03,,resolved,9,1
C0537,garbage,Issue related to hygiene reported near Canteen,26.849537,80.955355,Library,2024-01-01,2024-04-17,open,5,1
C0538,garbage,Issue related to leakage reported near Canteen,26.853754,80.942279,Hostel B,2024-05-13,2024-01-31,open,4,1
C0539,light,Issue related to hygiene reported near Hostel C,26.854454,80.952878,Hostel B,2024-02-04,2024-06-15,resolved,5,0
C0540,leakage,Issue related to road reported near Library,26.853851,80.956686,Library,2024-03-29,,open,9,1
C0541,hygiene,Issue related to hygiene reported near Academic Block,26.842689,80.951547,Academic Block,2024-03-14,2024-01-07,open,7,0
C0542,road,Issue related to garbage reported near Library,26.845988,80.952928,Hostel C,2024-04-30,,open,8,1
C0543,road,Issue related to garbage reported near Academic Block,26.847174,80.949167,Hostel A,2024-05-16,2024-05-01,open,4,0
C0544,hygiene,Issue related to electricity reported near Hostel C,26.856089,80.950574,Hostel B,2024-01-03,,resolved,8,1
C0545,electricity,Issue related to road reported near Hostel C,26.845575,80.940688,Library,2024-06-25,,resolved,6,0
C0546,light,Issue related to garbage reported near Hostel A,26.844214,80.952779,Hostel A,2024-05-05,,open,5,0
C0547,road,Issue related to light reported near Canteen,26.859149,80.941629,Hostel B,2024-05-02,2024-03-28,resolved,7,0
C0548,leakage,Issue related to road reported near Library,26.840177,80.9487,Hostel C,2024-03-17,2024-07-03,open,6,1
C0549,light,Issue related to garbage reported near Canteen,26.859956,80.945853,Academic Block,2024-01-03,2024-02-04,open,3,0
C0550,leakage,Issue related to leakage reported near Library,26.853536,80.950909,Library,2024-04-20,2024-07-05,open,5,0
C0551,garbage,Issue related to garbage reported near Hostel B,26.856569,80.942668,Hostel C,2024-03-15,2024-04-17,resolved,9,1
C0552,light,Issue related to hygiene reported near Library,26.845892,80.953833,Hostel B,2024-06-01,2024-06-22,resolved,7,0
C0553,road,Issue related to electricity reported near Academic Block,26.840286,80.9559,Library,2024-02-29,2024-04-03,resolved,4,0
C0554,light,Issue related to leakage reported near Hostel B,26.854757,80.943267,Hostel A,2024-01-02,2024-02-12,resolved,7,1
C0555,light,Issue related to road reported near Academic Block,26.856683,80.942086,Canteen,2024-05-20,2024-03-14,resolved,5,0
C0556,light,Issue related to electricity reported near Academic Block,26.85481,80.94291,Academic Block,2024-04-05,2024-01-24,resolved,2,1
C0557,electricity,Issue related to garbage reported near Academic Block,26.842857,80.957543,Hostel B,2024-02-18,2024-02-04,open,6,0
C0558,light,Issue related to leakage reported near Academic Block,26.855069,80.950564,Academic Block,2024-04-15,,resolved,7,1
C0559,leakage,Issue related to leakage reported near Hostel C,26.855378,80.949345,Library,2024-05-23,,open,8,0
C0560,garbage,Issue related to electricity reported near Hostel A,26.853171,80.942134,Canteen,2024-04-21,2024-04-17,open,6,0
C0561,hygiene,Issue related to light reported near Hostel C,26.855322,80.952991,Hostel C,2024-04-11,2024-05-07,resolved,8,0
C0562,light,Issue related to hygiene reported near Canteen,26.856918,80.95736,Academic Block,2024-03-04,,open,7,1
C0563,road,Issue related to hygiene reported near Hostel C,26.852272,80.956564,Hostel A,2024-02-11,,open,2,0
C0564,light,Issue related to electricity reported near Academic Block,26.841772,80.952521,Hostel B,2024-06-14,,open,6,0
C0565,road,Issue related to road reported near Hostel A,26.849753,80.941506,Hostel A,2024-04-09,,resolved,9,1
C0566,leakage,Issue related to hygiene reported near Hostel A,26.841553,80.942248,Academic Block,2024-04-06,2024-04-02,resolved,6,1
C0567,road,Issue related to leakage reported near Hostel C,26.848151,80.940986,Canteen,2024-02-26,2024-02-15,open,4,1
C0568,hygiene,Issue related to leakage reported near Hostel A,26.848142,80.94515,Hostel C,2024-03-08,2024-05-09,resolved,7,0
C0569,garbage,Issue related to hygiene reported near Library,26.84132,80.942713,Hostel C,2024-01-21,,open,3,0
C0570,road,Issue related to garbage reported near Canteen,26.846976,80.945201,Hostel A,2024-04-18,,resolved,5,0
C0571,road,Issue related to road reported near Academic Block,26.84222,80.947701,Library,2024-06-09,2024-06-08,open,1,1
C0572,garbage,Issue related to hygiene reported near Hostel A,26.856165,80.95886,Library,2024-03-02,,open,3,1
C0573,hygiene,Issue related to light reported near Library,26.858954,80.952208,Canteen,2024-05-12,2024-05-05,resolved,8,0
C0574,light,Issue related to leakage reported near Library,26.841446,80.956699,Hostel C,2024-06-05,,resolved,9,0
C0575,road,Issue related to hygiene reported near Canteen,26.859102,80.954207,Hostel A,2024-06-26,,resolved,9,1
C0576,garbage,Issue related to hygiene reported near Hostel A,26.850452,80.94225,Hostel A,2024-06-24,,resolved,2,1
C0577,leakage,Issue related to light reported near Hostel C,26.845991,80.954718,Hostel A,2024-03-10,,resolved,4,1
C0578,garbage,Issue related to road reported near Hostel B,26.841537,80.945502,Academic Block,2024-03-13,2024-03-10,open,5,0
C0579,leakage,Issue related to leakage reported near Academic Block,26.850012,80.952782,Canteen,2024-06-15,2024-06-26,open,3,1
C0580,hygiene,Issue related to electricity reported near Academic Block,26.85589,80.946819,Library,2024-05-16,2024-06-04,open,1,1
C0581,light,Issue related to garbage reported near Hostel A,26.854142,80.959953,Library,2024-03-09,2024-06-30,resolved,6,1
C0582,garbage,Issue related to electricity reported near Library,26.841005,80.945271,Academic Block,2024-04-15,,resolved,2,1
C0583,electricity,Issue related to light reported near Canteen,26.841458,80.945583,Hostel B,2024-02-18,2024-04-28,open,9,0
C0584,road,Issue related to light reported near Hostel C,26.848057,80.958613,Academic Block,2024-01-18,2024-07-13,open,1,1
C0585,hygiene,Issue related to road reported near Hostel A,26.845906,80.940493,Canteen,2024-02-16,,open,9,0
C0586,garbage,Issue related to road reported near Academic Block,26.844648,80.953934,Hostel A,2024-02-04,,open,7,0
C0587,road,Issue related to garbage reported near Hostel B,26.84562,80.954507,Academic Block,2024-03-15,2024-01-28,resolved,2,1
C0588,garbage,Issue related to garbage reported near Academic Block,26.85607,80.956728,Hostel A,2024-01-29,2024-01-12,open,6,1
C0589,leakage,Issue related to garbage reported near Canteen,26.858585,80.959489,Canteen,2024-06-12,2024-02-13,resolved,8,0
C0590,garbage,Issue related to light reported near Academic Block,26.848102,80.959512,Canteen,2024-04-26,2024-02-23,open,2,1
C0591,electricity,Issue related to electricity reported near Hostel C,26.858122,80.941306,Hostel C,2024-06-07,2024-02-11,resolved,5,0
C0592,garbage,Issue related to road reported near Canteen,26.84643,80.956437,Hostel A,2024-04-25,2024-07-01,resolved,6,1
C0593,garbage,Issue related to leakage reported near Academic Block,26.849529,80.952926,Library,2024-03-10,2024-05-10,resolved,3,0
C0594,electricity,Issue related to hygiene reported near Academic Block,26.844521,80.952947,Academic Block,2024-06-28,2024-01-27,resolved,2,0
C0595,hygiene,Issue related to light reported near Academic Block,26.85281,80.942567,Canteen,2024-06-08,,open,6,0
C0596,garbage,Issue related to road reported near Hostel B,26.85958,80.953004,Hostel A,2024-05-05,,open,3,1
C0597,electricity,Issue related to hygiene reported near Hostel B,26.85207,80.95965,Hostel B,2024-02-18,2024-02-02,open,2,0
C0598,road,Issue related to road reported near Library,26.847156,80.958236,Hostel C,2024-03-23,2024-04-23,resolved,1,0
C0599,leakage,Issue related to electricity reported near Hostel B,26.852956,80.948783,Hostel B,2024-01-05,2024-07-16,open,8,1
C0600,leakage,Issue related to garbage reported near Hostel C,26.842458,80.940799,Canteen,2024-02-08,2024-03-04,open,1,1
C0601,garbage,Issue related to hygiene reported near Hostel C,26.857773,80.947246,Hostel B,2024-01-13,2024-05-02,open,5,0
C0602,hygiene,Issue related to road reported near Hostel C,26.850062,80.956528,Hostel B,2024-05-16,,resolved,6,0
C0603,hygiene,Issue related to garbage reported near Hostel C,26.848987,80.95403,Hostel C,2024-01-06,2024-01-23,resolved,3,1
C0604,road,Issue related to electricity reported near Hostel C,26.851717,80.949187,Hostel C,2024-02-17,,resolved,7,0
C0605,garbage,Issue related to road reported near Library,26.852496,80.941102,Hostel C,2024-01-27,2024-04-17,open,2,1
C0606,leakage,Issue related to electricity reported near Academic Block,26.841436,80.948538,Hostel C,2024-03-13,,open,7,1
C0607,hygiene,Issue related to light reported near Academic Block,26.853652,80.94938,Hostel B,2024-03-09,2024-02-09,open,2,1
C0608,garbage,Issue related to road reported near Academic Block,26.844839,80.958571,Library,2024-02-02,2024-05-16,resolved,5,0
C0609,hygiene,Issue related to leakage reported near Hostel C,26.854279,80.952822,Library,2024-04-22,2024-02-29,open,7,1
C0610,electricity,Issue related to road reported near Library,26.856451,80.946233,Hostel C,2024-01-03,,resolved,3,0
C0611,hygiene,Issue related to hygiene reported near Academic Block,26.856079,80.950506,Academic Block,2024-02-29,2024-04-15,resolved,4,0
C0612,leakage,Issue related to leakage reported near Hostel B,26.85105,80.941321,Hostel A,2024-01-24,2024-05-13,resolved,1,1
C0613,light,Issue related to electricity reported near Hostel B,26.850403,80.959451,Canteen,2024-02-08,2024-04-03,resolved,3,1
C0614,road,Issue related to road reported near Academic Block,26.842858,80.947201,Academic Block,2024-01-04,2024-04-24,open,9,1
C0615,road,Issue related to light reported near Academic Block,26.855507,80.949557,Canteen,2024-05-06,,open,5,1
C0616,leakage,Issue related to garbage reported near Hostel C,26.845428,80.947106,Academic Block,2024-02-25,,resolved,8,0
C0617,hygiene,Issue related to electricity reported near Academic Block,26.849934,80.95365,Academic Block,2024-03-28,2024-01-19,open,2,0
C0618,garbage,Issue related to electricity reported near Academic Block,26.845685,80.953245,Library,2024-04-17,,resolved,3,1
C0619,hygiene,Issue related to hygiene reported near Canteen,26.842677,80.954306,Hostel A,2024-03-20,,open,7,0
C0620,leakage,Issue related to electricity reported near Hostel B,26.852591,80.945363,Academic Block,2024-05-07,2024-02-13,open,4,1
C0621,road,Issue related to hygiene reported near Hostel A,26.841087,80.946313,Hostel C,2024-04-05,2024-04-11,resolved,9,0
C0622,hygiene,Issue related to light reported near Library,26.854973,80.942505,Canteen,2024-04-28,2024-06-19,resolved,7,0
C0623,road,Issue related to road reported near Hostel C,26.846352,80.95311,Library,2024-06-27,2024-02-09,resolved,1,0
C0624,garbage,Issue related to garbage reported near Academic Block,26.840003,80.940796,Canteen,2024-01-09,2024-01-16,resolved,4,1
C0625,road,Issue related to garbage reported near Library,26.850223,80.951954,Hostel C,2024-03-25,2024-07-02,open,6,0
